Metrics3913,Fri., 21 Oct. 2022 19:45:44 EDT
Class,CBO,CLOC,Jm,JTA,LCOM,LOC,NOC,RFC,WMC
org.jfree.data.time.Quarter,7,207,100.00%,0,2,397,0,43,35
org.jfree.data.time.QuarterTest,5,123,86.11%,0,21,496,0,81,36
org.jfree.data.time.RegularTimePeriod,42,216,100.00%,0,9,318,10,34,24
org.jfree.data.time.Second,11,189,100.00%,0,2,378,0,52,38
org.jfree.data.time.SecondTest,7,83,84.62%,0,17,380,0,78,26
org.jfree.data.time.SimpleTimePeriod,8,75,100.00%,0,1,163,0,15,20
org.jfree.data.time.SimpleTimePeriodTest,2,26,100.00%,0,7,116,0,18,7
org.jfree.data.time.TimePeriod,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.time.TimePeriodAnchor,11,7,0.00%,0,2,12,n/a,2,0
org.jfree.data.time.TimePeriodAnchorTest,2,9,100.00%,0,1,23,0,5,2
org.jfree.data.time.TimePeriodFormatException,7,9,100.00%,0,0,14,0,2,1
org.jfree.data.time.TimePeriodValue,6,68,100.00%,0,2,130,0,15,17
org.jfree.data.time.TimePeriodValueTest,4,12,75.00%,0,4,40,0,14,4
org.jfree.data.time.TimePeriodValues,8,169,100.00%,0,1,382,0,44,44
org.jfree.data.time.TimePeriodValuesCollection,12,169,95.65%,0,1,366,0,56,41
org.jfree.data.time.TimePeriodValuesCollectionTest,8,32,100.00%,0,5,136,0,27,6
org.jfree.data.time.TimePeriodValuesTest,11,41,100.00%,0,12,188,0,48,12
org.jfree.data.time.TimePeriodValuesTest.MySeriesChangeListener,3,19,100.00%,0,1,35,0,4,4
org.jfree.data.time.TimeSeries,17,538,100.00%,0,1,"1,117",0,109,138
org.jfree.data.time.TimeSeriesCollection,22,305,100.00%,0,2,614,0,85,71
org.jfree.data.time.TimeSeriesCollectionTest,12,69,92.31%,0,10,366,0,71,13
org.jfree.data.time.TimeSeriesDataItem,6,90,100.00%,0,2,151,0,16,15
org.jfree.data.time.TimeSeriesDataItemTest,3,14,100.00%,0,3,42,0,9,3
org.jfree.data.time.TimeSeriesTableModel,5,78,100.00%,0,6,201,0,21,26
org.jfree.data.time.TimeSeriesTest,16,186,93.18%,0,21,955,0,115,44
org.jfree.data.time.TimeTableXYDataset,14,295,96.97%,0,1,510,0,67,51
org.jfree.data.time.TimeTableXYDatasetTest,5,23,100.00%,0,6,102,0,27,6
org.jfree.data.time.Week,5,258,100.00%,0,2,553,0,50,53
org.jfree.data.time.WeekTest,4,148,86.49%,0,14,596,0,88,37
org.jfree.data.time.Year,22,192,100.00%,0,2,327,0,32,26
org.jfree.data.time.YearTest,4,102,87.10%,0,22,419,0,73,31
org.jfree.data.time.ohlc.OHLC,3,50,100.00%,0,4,106,0,8,13
org.jfree.data.time.ohlc.OHLCItem,6,43,100.00%,0,2,91,0,15,11
org.jfree.data.time.ohlc.OHLCItemTest,5,23,100.00%,0,5,85,0,22,5
org.jfree.data.time.ohlc.OHLCSeries,8,54,100.00%,0,2,87,0,21,8
org.jfree.data.time.ohlc.OHLCSeriesCollection,14,233,100.00%,0,3,406,0,60,40
org.jfree.data.time.ohlc.OHLCSeriesCollectionTest,9,44,100.00%,0,7,171,0,33,9
org.jfree.data.time.ohlc.OHLCSeriesTest,9,45,100.00%,0,11,182,0,38,12
org.jfree.data.time.ohlc.OHLCTest,2,15,100.00%,0,4,59,0,11,4
org.jfree.data.xml.CategoryDatasetHandler,6,38,100.00%,0,2,80,0,16,9
org.jfree.data.xml.CategorySeriesHandler,5,39,100.00%,0,1,90,0,17,9
org.jfree.data.xml.DatasetReader,5,52,100.00%,0,1,111,0,17,7
org.jfree.data.xml.DatasetTags,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.xml.ItemHandler,6,50,100.00%,0,1,108,0,15,11
org.jfree.data.xml.KeyHandler,4,49,100.00%,0,1,98,0,18,9
org.jfree.data.xml.PieDatasetHandler,6,37,100.00%,0,2,76,0,15,9
org.jfree.data.xml.RootHandler,7,36,100.00%,0,1,71,2,12,10
org.jfree.data.xml.ValueHandler,4,47,100.00%,0,1,103,0,18,10
org.jfree.data.xy.AbstractIntervalXYDataset,19,40,100.00%,0,1,80,14,9,8
org.jfree.data.xy.AbstractXYDataset,17,27,100.00%,0,2,52,10,6,5
org.jfree.data.xy.AbstractXYZDataset,4,12,100.00%,0,1,24,2,3,2
org.jfree.data.xy.CategoryTableXYDataset,11,206,100.00%,0,2,341,0,55,33
org.jfree.data.xy.CategoryTableXYDatasetTest,6,26,100.00%,0,6,121,0,23,6
org.jfree.data.xy.DefaultHighLowDataset,6,208,100.00%,0,4,358,0,24,34
org.jfree.data.xy.DefaultHighLowDatasetTest,4,15,100.00%,0,4,119,0,14,4
org.jfree.data.xy.DefaultIntervalXYDataset,11,295,100.00%,0,1,483,0,39,34
org.jfree.data.xy.DefaultIntervalXYDatasetTest,5,65,100.00%,0,3,277,0,39,17
org.jfree.data.xy.DefaultOHLCDataset,9,157,100.00%,0,3,281,0,33,29
org.jfree.data.xy.DefaultOHLCDatasetTest,6,22,100.00%,0,6,92,0,22,6
org.jfree.data.xy.DefaultTableXYDataset,26,252,100.00%,0,2,532,0,89,69
org.jfree.data.xy.DefaultTableXYDatasetTest,8,25,100.00%,0,6,130,0,25,6
org.jfree.data.xy.DefaultWindDataset,7,130,100.00%,0,2,251,0,29,26
org.jfree.data.xy.DefaultWindDatasetTest,7,41,100.00%,0,2,125,0,24,8
org.jfree.data.xy.DefaultXYDataset,17,178,100.00%,0,2,316,4,33,29
org.jfree.data.xy.DefaultXYDatasetTest,4,37,100.00%,0,6,154,0,24,8
org.jfree.data.xy.DefaultXYZDataset,12,211,100.00%,0,2,359,0,36,29
org.jfree.data.xy.DefaultXYZDatasetTest,4,37,100.00%,0,6,160,0,24,8
org.jfree.data.xy.IntervalXYDataset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a
org.jfree.data.xy.IntervalXYDelegate,14,221,100.00%,0,1,390,0,38,40
org.jfree.data.xy.IntervalXYDelegateTest,5,12,100.00%,0,3,63,0,18,3
org.jfree.data.xy.IntervalXYZDataset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a
org.jfree.data.xy.MatrixSeries,6,89,100.00%,0,1,161,1,14,20
org.jfree.data.xy.MatrixSeriesCollection,9,129,100.00%,0,1,229,0,38,23
org.jfree.data.xy.MatrixSeriesCollectionTest,5,16,100.00%,0,4,62,0,17,4
org.jfree.data.xy.MatrixSeriesTest,3,21,100.00%,0,6,104,0,21,6
org.jfree.data.xy.NormalizedMatrixSeries,1,61,100.00%,0,1,95,0,12,6
org.jfree.data.xy.OHLCDataItem,6,70,100.00%,0,6,143,0,14,17
org.jfree.data.xy.OHLCDataItemTest,2,12,100.00%,0,3,32,0,8,3
org.jfree.data.xy.OHLCDataset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,n/a
org.jfree.data.xy.TableXYDataset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.xy.TableXYDatasetTest,5,67,100.00%,0,3,194,0,38,13
org.jfree.data.xy.Vector,4,45,100.00%,0,1,91,0,10,11
org.jfree.data.xy.VectorDataItem,6,39,100.00%,0,4,73,0,15,8
org.jfree.data.xy.VectorDataItemTest,4,16,100.00%,0,4,64,0,14,4
org.jfree.data.xy.VectorSeries,7,83,100.00%,0,3,123,0,20,10
org.jfree.data.xy.VectorSeriesCollection,12,153,100.00%,0,1,259,0,41,22
org.jfree.data.xy.VectorSeriesCollectionTest,7,21,100.00%,0,5,94,0,25,5
org.jfree.data.xy.VectorSeriesTest,8,51,100.00%,0,7,204,0,39,12
org.jfree.data.xy.VectorTest,2,16,100.00%,0,4,53,0,11,4
org.jfree.data.xy.VectorXYDataset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.xy.WindDataItem,1,43,100.00%,0,3,100,0,9,14
org.jfree.data.xy.WindDataset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.xy.XIntervalDataItem,5,31,100.00%,0,2,63,0,12,8
org.jfree.data.xy.XIntervalDataItemTest,3,19,100.00%,0,4,67,0,17,4
org.jfree.data.xy.XIntervalSeries,6,81,100.00%,0,2,117,0,17,9
org.jfree.data.xy.XIntervalSeriesCollection,11,185,100.00%,0,1,313,0,50,27
org.jfree.data.xy.XIntervalSeriesCollectionTest,7,30,100.00%,0,6,122,0,25,6
org.jfree.data.xy.XIntervalSeriesTest,7,55,100.00%,0,8,222,0,43,14
org.jfree.data.xy.XYBarDataset,12,195,100.00%,0,2,316,0,36,29
org.jfree.data.xy.XYBarDatasetTest,5,18,100.00%,0,4,77,0,16,4
org.jfree.data.xy.XYCoordinate,3,49,100.00%,0,1,118,0,10,17
org.jfree.data.xy.XYCoordinateTest,2,16,100.00%,0,4,53,0,11,4
org.jfree.data.xy.XYDataItem,4,95,100.00%,0,2,183,0,21,21
org.jfree.data.xy.XYDataItemTest,3,12,100.00%,0,3,39,0,12,3
org.jfree.data.xy.XYDataset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a
org.jfree.data.xy.XYDatasetTableModel,6,125,100.00%,0,3,193,0,20,17
org.jfree.data.xy.XYDomainInfo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.xy.XYInterval,2,50,100.00%,0,5,106,0,7,14
org.jfree.data.xy.XYIntervalDataItem,4,43,100.00%,0,2,97,0,16,12
org.jfree.data.xy.XYIntervalDataItemTest,3,21,100.00%,0,4,84,0,21,4
org.jfree.data.xy.XYIntervalSeries,8,105,100.00%,0,2,150,0,21,11
org.jfree.data.xy.XYIntervalSeriesCollection,12,190,100.00%,0,1,313,0,47,27
org.jfree.data.xy.XYIntervalSeriesCollectionTest,5,29,100.00%,0,6,117,0,23,6
org.jfree.data.xy.XYIntervalSeriesTest,7,52,100.00%,0,8,214,0,44,13
org.jfree.data.xy.XYIntervalTest,2,12,100.00%,0,3,51,0,8,3
org.jfree.data.xy.XYItemKey,3,33,50.00%,0,1,98,0,17,13
org.jfree.data.xy.XYRangeInfo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.xy.XYSeries,50,428,100.00%,0,1,842,0,82,100
org.jfree.data.xy.XYSeriesCollection,50,303,100.00%,0,1,650,0,97,81
org.jfree.data.xy.XYSeriesCollectionTest,10,69,87.50%,0,13,372,0,57,16
org.jfree.data.xy.XYSeriesTest,7,125,100.00%,0,17,631,0,84,36
org.jfree.data.xy.XYZDataset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.xy.XisSymbolic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.xy.YInterval,2,36,100.00%,0,3,75,0,5,10
org.jfree.data.xy.YIntervalDataItem,4,31,100.00%,0,2,66,0,12,8
org.jfree.data.xy.YIntervalDataItemTest,3,20,100.00%,0,4,68,0,19,4
org.jfree.data.xy.YIntervalSeries,8,83,100.00%,0,2,118,0,17,9
org.jfree.data.xy.YIntervalSeriesCollection,12,164,100.00%,0,1,277,0,42,24
org.jfree.data.xy.YIntervalSeriesCollectionTest,5,27,100.00%,0,6,109,0,23,6
org.jfree.data.xy.YIntervalSeriesTest,7,49,100.00%,0,8,200,0,39,12
org.jfree.data.xy.YIntervalTest,2,12,100.00%,0,3,43,0,8,3
org.jfree.data.xy.YWithXInterval,2,40,100.00%,0,3,79,0,5,10
org.jfree.data.xy.YWithXIntervalTest,2,12,100.00%,0,3,43,0,8,3
org.jfree.data.xy.YisSymbolic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a

